  0.000400     1.002480     0.404326     0.003354    -0.600000      0.000000      0.000000
  0.000400    -0.997518    -0.395674     0.003354     0.600000      0.000000      0.000000
  0.000400     1.000800     0.405913    -0.000723    -0.600000      0.000000      0.000000
  0.000400    -0.999202    -0.394087    -0.000723     0.600000      0.000000      0.000000
  0.000400     1.005810     0.401452     0.000490    -0.600000      0.000000      0.000000
  0.000400    -0.994189    -0.398548     0.000490     0.600000      0.000000      0.000000
  0.000400     1.002930     0.398877     0.005128    -0.600000      0.000000      0.000000
  0.000400    -0.997074    -0.401123     0.005128     0.600000      0.000000      0.000000
  0.000400     0.994366     0.400508    -0.002029    -0.600000      0.000000      0.000000
  0.000400    -1.005630    -0.399492    -0.002029     0.600000      0.000000      0.000000
  0.000400     0.997405     0.395001    -0.002097    -0.600000      0.000000      0.000000
  0.000400    -1.002590    -0.404999    -0.002097     0.600000      0.000000      0.000000
  0.000400     1.004020     0.403638     0.002599    -0.600000      0.000000      0.000000
  0.000400    -0.995984    -0.396362     0.002599     0.600000      0.000000      0.000000
  0.000400     1.001710     0.403490    -0.004584    -0.600000      0.000000      0.000000
  0.000400    -0.998289    -0.396510    -0.004584     0.600000      0.000000      0.000000
  0.000400     1.003370     0.395102     0.000869    -0.600000      0.000000      0.000000
  0.000400    -0.996628    -0.404898     0.000869     0.600000      0.000000      0.000000
  0.000400     0.996872     0.395997    -0.003211    -0.600000      0.000000      0.000000
  0.000400    -1.003130    -0.404003    -0.003211     0.600000      0.000000      0.000000
  0.000400     0.999487     0.395929     0.004391    -0.600000      0.000000      0.000000
  0.000400    -1.000510    -0.404071     0.004391     0.600000      0.000000      0.000000
  0.000400     1.002220     0.394829    -0.002108    -0.600000      0.000000      0.000000
  0.000400    -0.997778    -0.405171    -0.002108     0.600000      0.000000      0.000000
  0.000400     1.001740     0.394731     0.002305    -0.600000      0.000000      0.000000
  0.000400    -0.998256    -0.405269     0.002305     0.600000      0.000000      0.000000
  0.000400     1.002630     0.404047     0.003581    -0.600000      0.000000      0.000000
  0.000400    -0.997370    -0.395953     0.003581     0.600000      0.000000      0.000000
  0.000400     0.997301     0.394976     0.001898    -0.600000      0.000000      0.000000
  0.000400    -1.002700    -0.405024     0.001898     0.600000      0.000000      0.000000
  0.000400     0.994937     0.402917    -0.001406    -0.600000      0.000000      0.000000
  0.000400    -1.005060    -0.397083    -0.001406     0.600000      0.000000      0.000000
  0.000400     0.994067     0.399132    -0.000410    -0.600000      0.000000      0.000000
  0.000400    -1.005930    -0.400868    -0.000410     0.600000      0.000000      0.000000
  0.000400     0.999609     0.400742    -0.005951    -0.600000      0.000000      0.000000
  0.000400    -1.000390    -0.399258    -0.005951     0.600000      0.000000      0.000000
  0.000400     1.003010     0.396967    -0.004226    -0.600000      0.000000      0.000000
  0.000400    -0.996989    -0.403033    -0.004226     0.600000      0.000000      0.000000
  0.000400     1.000230     0.399779     0.006001    -0.600000      0.000000      0.000000
  0.000400    -0.999769    -0.400221     0.006001     0.600000      0.000000      0.000000
  0.000400     0.999844     0.397353    -0.005393    -0.600000      0.000000      0.000000
  0.000400    -1.000160    -0.402647    -0.005393     0.600000      0.000000      0.000000
  0.000400     0.995526     0.397030    -0.002699    -0.600000      0.000000      0.000000
  0.000400    -1.004470    -0.402970    -0.002699     0.600000      0.000000      0.000000
  0.000400     0.999517     0.401602    -0.005772    -0.600000      0.000000      0.000000
  0.000400    -1.000480    -0.398398    -0.005772     0.600000      0.000000      0.000000
  0.000400     0.999546     0.395065     0.003400    -0.600000      0.000000      0.000000
  0.000400    -1.000450    -0.404935     0.003400     0.600000      0.000000      0.000000
  0.000400     1.005060     0.402606    -0.001928    -0.600000      0.000000      0.000000
  0.000400    -0.994939    -0.397394    -0.001928     0.600000      0.000000      0.000000
  0.000400     1.002450     0.398058    -0.005131    -0.600000      0.000000      0.000000
  0.000400    -0.997546    -0.401942    -0.005131     0.600000      0.000000      0.000000
  0.000400     1.004960     0.403227    -0.001075    -0.600000      0.000000      0.000000
  0.000400    -0.995045    -0.396773    -0.001075     0.600000      0.000000      0.000000
  0.000400     1.002100     0.394395    -0.000531    -0.600000      0.000000      0.000000
  0.000400    -0.997898    -0.405605    -0.000531     0.600000      0.000000      0.000000
  0.000400     1.005470     0.400297     0.002472    -0.600000      0.000000      0.000000
  0.000400    -0.994530    -0.399703     0.002472     0.600000      0.000000      0.000000
  0.000400     1.004590     0.397481    -0.002943    -0.600000      0.000000      0.000000
  0.000400    -0.995405    -0.402519    -0.002943     0.600000      0.000000      0.000000
  0.000400     0.996184     0.395952    -0.002275    -0.600000      0.000000      0.000000
  0.000400    -1.003820    -0.404048    -0.002275     0.600000      0.000000      0.000000
  0.000400     1.005400     0.399713    -0.002613    -0.600000      0.000000      0.000000
  0.000400    -0.994595    -0.400287    -0.002613     0.600000      0.000000      0.000000
  0.000400     1.002920     0.402894    -0.004384    -0.600000      0.000000      0.000000
  0.000400    -0.997080    -0.397106    -0.004384     0.600000      0.000000      0.000000
  0.000400     1.003400     0.397226     0.004105    -0.600000      0.000000      0.000000
  0.000400    -0.996597    -0.402774     0.004105     0.600000      0.000000      0.000000
  0.000400     0.997825     0.395445    -0.003261    -0.600000      0.000000      0.000000
  0.000400    -1.002180    -0.404555    -0.003261     0.600000      0.000000      0.000000
  0.000400     0.994284     0.398388    -0.000919    -0.600000      0.000000      0.000000
  0.000400    -1.005720    -0.401612    -0.000919     0.600000      0.000000      0.000000
  0.000400     0.998332     0.394261    -0.000639    -0.600000      0.000000      0.000000
  0.000400    -1.001670    -0.405739    -0.000639     0.600000      0.000000      0.000000
  0.000400     0.997784     0.401194     0.005458    -0.600000      0.000000      0.000000
  0.000400    -1.002220    -0.398806     0.005458     0.600000      0.000000      0.000000
  0.000400     1.002120     0.405164     0.002223    -0.600000      0.000000      0.000000
